UserID,SS_CBDadjust_Proj_ID,CBDDUCK_adjust_1Proj_ID,Distance
"0","3","36","2889.9270352752606"
"0","3","37","3609.6821296600992"
"0","3","38","3248.6690018593072"
"0","3","39","529.66455439559343"
"0","3","40","1506.0962897531488"
"0","3","41","2156.9446072235755"
"0","3","42","1140.4728377880576"
"0","3","43","2620.4032701965375"
"0","3","44","3640.6492154756556"
"0","3","45","3279.2612136302041"
"0","3","46","1614.6219912279739"
"0","3","47","3453.4157682162927"
"0","3","48","1330.5236031727677"
"0","3","49","4314.2658619599197"
"0","3","50","1372.4337019220457"
"0","3","51","1911.8688547817012"
"0","3","52","3500.745747996546"
"0","3","53","1426.0054956732683"
"0","3","54","1539.7314632783871"
"0","3","55","1440.4927065006841"
"0","3","56","2059.76436022607"
"0","3","57","2514.8095546977524"
"0","3","58","847.26705091013764"
"0","3","59","1635.5376046444967"
"0","3","60","2910.840666191486"
"0","3","61","1180.7388786642846"
"0","3","62","2585.8774002651185"
"0","3","63","877.57545717973949"
"0","3","64","1505.3141646434055"
"0","3","65","2767.3205011925024"
"0","3","66","2558.8704095333496"
"0","3","67","2037.453255929544"
"0","3","68","824.88808453888294"
"0","3","69","1426.0054956732683"
"0","3","70","1997.0895770241125"
"0","3","71","1873.2394697827926"
"0","3","72","2118.7869312851249"
"0","3","73","3169.3080762277787"
"0","3","74","1568.4605547824845"
"0","3","75","1048.6385340100696"
"0","3","76","1205.1586909647888"
"0","3","77","1157.9720690512333"
"0","3","78","1999.3676454832882"
"0","3","79","3157.0918916351748"
"0","3","80","3422.9497007668715"
"0","3","81","1648.4078038791843"
"0","3","82","3003.6449730517611"
"0","3","83","1357.9960158905844"
"0","3","84","1904.9529417215415"
"0","3","85","2360.2201026312023"
"0","3","86","3198.5983818259715"
"0","3","87","3538.363654937586"
"0","3","88","1214.740817999173"
"0","3","89","2081.1937190161584"
"0","3","90","1685.14356334991"
"0","3","91","2173.762399919498"
"0","3","92","3539.6144348762164"
"0","3","93","1151.5176142054654"
"0","3","94","1578.4373016856455"
"0","3","95","1739.5654911764204"
"0","3","96","1738.7030719629881"
"0","3","97","3524.1407101015216"
"0","3","98","2272.9676852271382"
"0","3","99","2781.4890497276783"
"0","3","100","1967.8043635556096"
"0","3","101","1632.3035495268166"
"0","3","102","3391.3441283365119"
"0","3","103","1660.7739548334525"
"0","3","104","870.92140561827716"
"0","3","105","1021.8089522152592"
"0","3","106","966.68804569636222"
"0","3","107","1210.2849780485469"
"0","3","108","3530.9681719644195"
"0","3","109","1610.0885574084987"
"0","3","110","1296.2050262764062"
"0","3","111","3440.552453328849"
"0","3","112","2232.7854186586519"
"0","3","113","2331.6730254396025"
"0","3","114","1998.743802761137"
"0","3","115","1603.5580953755693"
"0","3","116","3310.5038950729313"
"0","3","117","1968.9958174285116"
"0","3","118","2304.688716212489"
"0","3","119","1167.1939445409675"
"0","3","120","687.62972807446818"
"0","3","121","1667.5069584086457"
"0","3","122","2438.0769603423441"
"0","3","123","2484.2146261566572"
"0","3","124","8664.9698980738904"
"0","3","125","10529.669656267746"
"0","3","126","2053.4487302923926"
"0","3","127","5187.2393017402155"
"0","3","128","11487.739911444882"
"0","4","1","1518.9158953606175"
"0","4","2","1614.9868590212091"
"0","4","3","1383.6361347738"
"0","4","4","1291.7057818736355"
"0","4","5","2319.7957117285637"
"0","4","6","1868.559531708484"
"0","4","7","3687.9913572226137"
"0","4","8","2073.4629641961833"
"0","4","9","1522.0085763172781"
"0","4","10","1223.2656524676647"
"0","4","11","3355.568170549217"
"0","4","12","1354.9141856402273"
"0","4","13","1187.2064471416102"
"0","4","14","1824.4180482346032"
"0","4","15","886.35627971068573"
"0","4","16","1305.8826188919506"
"0","4","17","1357.4689796905827"
"0","4","18","3813.1940211454385"
"0","4","19","2808.6825692183884"
"0","4","20","2242.1934199597272"
"0","4","21","5309.9313494229564"
"0","4","22","4094.0582252766503"
"0","4","23","1844.6593805571069"
"0","4","24","2829.1145639837177"
"0","4","25","1283.0882043234828"
"0","4","26","3764.1146451206268"
"0","4","27","819.47334561284845"
"0","4","28","390.1912175791669"
"0","4","29","1741.241430776643"
"0","4","30","764.19168713540398"
"0","4","31","1165.5486454500285"
"0","4","32","637.18155306503763"
"0","4","33","468.40312754795087"
"0","4","34","1562.0481108183483"
"0","4","35","3969.3007957791419"
"0","4","36","875.58682585370877"
"0","4","37","1190.5886786213155"
"0","4","38","1689.7894363258147"
"0","4","39","2112.7888517708157"
"0","4","40","3690.9713119532657"
"0","4","41","808.22007728431379"
"0","4","42","1685.9565429642093"
"0","4","43","748.91695554489627"
"0","4","44","1043.0947008790663"
"0","4","45","1921.2951795620029"
"0","4","46","2201.4647435886122"
"0","4","47","1333.3111021545544"
"0","4","48","3884.5343684374257"
"0","4","49","2844.2521929158693"
"0","4","50","3924.7742806299802"
"0","4","51","719.5131788019529"
"0","4","52","1035.6134921093055"
"0","4","53","1396.188036322405"
"0","4","54","1480.7772589484837"
"0","4","55","1404.0223382001564"
"0","4","56","567.23968318904519"
"0","4","57","583.11806959896069"
"0","4","58","1958.6325673425231"
"0","4","59","3674.4541391795037"
"0","4","60","371.97378386843963"
"0","4","61","1974.9403317937756"
"0","4","62","628.20111898857738"
"0","4","63","2010.4452257881794"
"0","4","64","1320.5638556275928"
"0","4","65","1820.6538664634181"
"0","4","66","1519.3086043528176"
"0","4","67","3641.4792357740812"
"0","4","68","2993.5268774900137"
"0","4","69","1396.188036322405"
"0","4","70","3659.3015359811739"
"0","4","71","1397.5218456093362"
"0","4","72","2721.8525818214312"
"0","4","73","717.86085027655611"
"0","4","74","1442.7193126262855"
"0","4","75","1562.2536207504568"
"0","4","76","3785.8417502949469"
"0","4","77","3747.991301233249"
"0","4","78","2994.4981206523116"
"0","4","79","906.60973385440525"
"0","4","80","836.25048672384401"
"0","4","81","2232.4322781181154"
"0","4","82","1562.4404849109487"
"0","4","83","3961.9078208093902"
"0","4","84","806.63326779929901"
"0","4","85","1806.1892680616925"
"0","4","86","770.86067155350804"
"0","4","87","1201.9632041736616"
"0","4","88","1945.0472015840026"
"0","4","89","542.61373418806102"
"0","4","90","1782.7898879374484"
"0","4","91","2551.8604692116583"
"0","4","92","1467.8072774944426"
"0","4","93","3740.1334686535706"
"0","4","94","1692.345692083614"
"0","4","95","3909.7281527963974"
"0","4","96","3642.563269584828"
"0","4","97","1579.5414182698566"
"0","4","98","2467.6213073274203"
"0","4","99","213.37415872573766"
"0","4","100","2070.0895288532251"
"0","4","101","1175.8784041763695"
"0","4","102","827.28398924739656"
"0","4","103","1645.342524490188"
"0","4","104","2932.6928095341354"
"0","4","105","3599.6934033742436"
"0","4","106","1669.2598869930182"
"0","4","107","3793.6498854977976"
"0","4","108","950.45383879090343"
"0","4","109","997.29131508559988"
"0","4","110","3891.0516858121437"
"0","4","111","870.86686541868812"
"0","4","112","2286.2938027557016"
"0","4","113","2613.6459329242457"
"0","4","114","3461.1599166367"
"0","4","115","2222.3302922077305"
"0","4","116","729.35969565531911"
"0","4","117","1418.8205016396155"
"0","4","118","2486.4709800490668"
"0","4","119","3588.3372101672753"
"0","4","120","3289.8034978841429"
"0","4","121","2180.724192665502"
"0","4","122","2691.0380208950701"
"0","4","123","2092.4061923843406"
"0","4","124","11026.01922789092"
"0","4","125","12803.314297768333"
"0","4","126","4236.7000002318928"
"0","4","127","2807.3336103919764"
"0","4","128","13535.796383070501"
"0","5","1","428.25884589279519"
"0","5","2","903.68002461113826"
"0","5","3","1349.1751434165733"
"0","5","4","2052.6885811986494"
"0","5","5","3389.6857418813647"
"0","5","6","1358.8426642938205"
"0","5","7","3499.939715818698"
"0","5","8","3118.0105861935194"
"0","5","9","536.28402931961443"
"0","5","10","192.18584778175241"
"0","5","11","3143.1163548010209"
"0","5","12","253.44026453694082"
"0","5","13","166.97546456131471"
"0","5","14","962.08249883110898"
"0","5","15","1632.1663943319204"
"0","5","16","1249.70724332789"
"0","5","17","1828.9563472407451"
"0","5","18","3510.3528434517166"
"0","5","19","2227.3778727214867"
"0","5","20","1824.7927655520821"
"0","5","21","5084.5541115397964"
"0","5","22","4654.7159229002646"
"0","5","23","1653.8214771087385"
"0","5","24","2573.5817123208385"
"0","5","25","2385.661250417299"
"0","5","26","3888.772430909683"
"0","5","27","1470.7860214468558"
"0","5","28","1279.0005584595115"
"0","5","29","2838.3375114285709"
"0","5","30","378.82628790325157"
"0","5","31","371.48594012201858"
"0","5","32","1701.9200358273445"
"0","5","33","1041.0080275564974"
"0","5","34","859.51681727006132"
"0","5","35","4198.0439707679207"
"0","5","36","1965.6355921028835"
"0","5","37","935.03413673009732"
"0","5","38","589.94580449990838"
"0","5","39","2356.4952585824376"
"0","5","40","3547.166415806616"
"0","5","41","775.49933131227499"
"0","5","42","2333.3417106337865"
"0","5","43","390.01383675313031"
"0","5","44","1368.7720403318465"
"0","5","45","818.95095412289209"
"0","5","46","1813.1451075993521"
"0","5","47","587.32767710300516"
"0","5","48","3977.5543640911437"
"0","5","49","1775.8648487162502"
"0","5","50","4256.569829924606"
"0","5","51","1205.1808948488181"
"0","5","52","930.22602598759056"
"0","5","53","1459.3915408797707"
"0","5","54","1372.5188932782694"
"0","5","55","1445.3109739008664"
"0","5","56","1138.1104792200874"
"0","5","57","1678.2548469944188"
"0","5","58","2061.8790747220255"
"0","5","59","3460.1443410644697"
"0","5","60","1344.6121951139544"
"0","5","61","1863.2645880099703"
"0","5","62","1729.8896655519668"
"0","5","63","2064.7132421778815"
"0","5","64","2078.0776867488112"
"0","5","65","2909.9237562909266"
"0","5","66","645.78634650299068"
"0","5","67","3237.5005790509749"
"0","5","68","2973.0178414502079"
"0","5","69","1459.3915408797707"
"0","5","70","3277.2175243271417"
"0","5","71","2332.417546500863"
"0","5","72","2118.2241625526181"
"0","5","73","770.89762225864911"
"0","5","74","1337.7570924370498"
"0","5","75","2014.5412202227601"
"0","5","76","3923.9754358375922"
"0","5","77","4026.081538144907"
"0","5","78","2475.8695477931383"
"0","5","79","503.42252858382921"
"0","5","80","1177.7441062184189"
"0","5","81","1824.9026212684983"
"0","5","82","2665.5232779695557"
"0","5","83","4178.4876478251108"
"0","5","84","1097.5532411448287"
"0","5","85","1042.4998615010386"
"0","5","86","741.07647953399521"
"0","5","87","2117.9096447587226"
"0","5","88","1824.103043241337"
"0","5","89","1136.8040838528318"
"0","5","90","1430.4641502581819"
"0","5","91","1907.344563943243"
"0","5","92","656.47570966410228"
"0","5","93","4021.2614120005683"
"0","5","94","1440.7806351689683"
"0","5","95","4473.8211336769045"
"0","5","96","3370.0081966958073"
"0","5","97","648.59231309307245"
"0","5","98","3441.5387257707184"
"0","5","99","985.60147351195974"
"0","5","100","1509.7093902308097"
"0","5","101","1262.0497994849079"
"0","5","102","1080.0378726520132"
"0","5","103","2516.1437317528967"
"0","5","104","2881.8790094395354"
"0","5","105","3745.8818802157625"
"0","5","106","2155.4525134898163"
"0","5","107","3936.0814021988999"
"0","5","108","1211.1340504227614"
"0","5","109","1574.3736303473279"
"0","5","110","4053.5519052876271"
"0","5","111","1122.3043841711396"
"0","5","112","3268.3202921140714"
"0","5","113","1908.2918770636941"
"0","5","114","3029.6852861256161"
"0","5","115","1837.8026416821763"
"0","5","116","1100.6797347242139"
"0","5","117","2383.8240149350263"
"0","5","118","3464.713693275366"
"0","5","119","4018.5388102670031"
"0","5","120","3546.5963090315413"
"0","5","121","1767.5208849997352"
"0","5","122","1951.6702988820859"
"0","5","123","3132.8662418796007"
"0","5","124","10724.081553508782"
"0","5","125","12415.019450170377"
"0","5","126","4806.2216105398693"
"0","5","127","2328.9115683842492"
"0","5","128","12996.22947331883"
