UserID,SS_CBDadjust_Proj_ID,CBDDUCK_adjust_1Proj_ID,Distance
"0","1","1","2263.6210201110862"
"0","1","2","1561.9490881674421"
"0","1","3","704.02163754424816"
"0","1","4","647.93419213352377"
"0","1","5","2303.6573817257922"
"0","1","6","1368.7910848330771"
"0","1","7","2343.4802854246359"
"0","1","8","1966.264965161163"
"0","1","9","2436.3334351165108"
"0","1","10","2093.897978288026"
"0","1","11","2055.6009717105003"
"0","1","12","2090.8109611217346"
"0","1","13","1835.5676390487042"
"0","1","14","1843.0347023356308"
"0","1","15","709.15957435080941"
"0","1","16","764.89549383175904"
"0","1","17","165.32462247988093"
"0","1","18","2556.4809845913892"
"0","1","19","2027.2113085900255"
"0","1","20","1417.5798595042399"
"0","1","21","3931.3213325962161"
"0","1","22","2753.4908562614182"
"0","1","23","926.26587133590806"
"0","1","24","1637.6067107366052"
"0","1","25","1882.0113680539971"
"0","1","26","2266.8689159484252"
"0","1","27","695.40337872638986"
"0","1","28","1874.6622597148705"
"0","1","29","2406.6937975279307"
"0","1","30","1587.4216539524837"
"0","1","31","2207.9411241775806"
"0","1","32","1335.0493514406862"
"0","1","33","1955.5793930655905"
"0","1","34","1539.3408208990218"
"0","1","35","2466.6347949599353"
"0","1","36","1879.5464798577334"
"0","1","37","2536.7288271083848"
"0","1","38","2359.990877846652"
"0","1","39","621.16036923998649"
"0","1","40","2314.1891177132438"
"0","1","41","1131.6791393863257"
"0","1","42","568.25388812031076"
"0","1","43","1585.5535492673223"
"0","1","44","2540.3886070547269"
"0","1","45","2454.9991868713064"
"0","1","46","1355.1641507862228"
"0","1","47","2435.2463638396584"
"0","1","48","2392.3956129478161"
"0","1","49","3519.3284117850617"
"0","1","50","2441.9673022912634"
"0","1","51","817.2065401401469"
"0","1","52","2418.4160734931693"
"0","1","53","564.64969023440369"
"0","1","54","778.60151651877538"
"0","1","55","592.26091532712564"
"0","1","56","962.00595320139666"
"0","1","57","1472.3539481639"
"0","1","58","599.67688256809174"
"0","1","59","2351.3712640822719"
"0","1","60","1818.7245579989801"
"0","1","61","871.71577724971576"
"0","1","62","1550.1400053040211"
"0","1","63","687.42229611935102"
"0","1","64","645.49494021577289"
"0","1","65","2061.6021378998284"
"0","1","66","1742.4521809411501"
"0","1","67","2500.8393050369045"
"0","1","68","1577.8152114718482"
"0","1","69","564.64969023440369"
"0","1","70","2493.5271746846183"
"0","1","71","1114.6912820611681"
"0","1","72","1994.2525537356703"
"0","1","73","2083.7063551166702"
"0","1","74","781.81576323887623"
"0","1","75","128.53567943697641"
"0","1","76","2286.3395513550799"
"0","1","77","2250.6762467537023"
"0","1","78","2086.2125342975237"
"0","1","79","2100.7118172156288"
"0","1","80","2323.505368744823"
"0","1","81","1398.6256869392578"
"0","1","82","2158.6061142553954"
"0","1","83","2458.4692118117719"
"0","1","84","837.07791167715766"
"0","1","85","1693.5135292960797"
"0","1","86","2116.6806577287539"
"0","1","87","2495.3812382155857"
"0","1","88","870.02561123634825"
"0","1","89","982.71139762392352"
"0","1","90","1129.5835713481558"
"0","1","91","1932.9021409760717"
"0","1","92","2536.0850321950556"
"0","1","93","2243.3271543241535"
"0","1","94","974.29145815548236"
"0","1","95","2572.1655628077851"
"0","1","96","2371.4264402122376"
"0","1","97","2550.4689627354846"
"0","1","98","1998.3652248209564"
"0","1","99","1681.4918749004744"
"0","1","100","1523.6740424108416"
"0","1","101","667.07236295690689"
"0","1","102","2294.2516709750225"
"0","1","103","1062.84722761335"
"0","1","104","1542.3530235123392"
"0","1","105","2100.3219023565762"
"0","1","106","268.43359104656349"
"0","1","107","2293.5200822263237"
"0","1","108","2432.3531094952486"
"0","1","109","516.01086816494433"
"0","1","110","2388.4235036006967"
"0","1","111","2342.975893023377"
"0","1","112","1875.8324524420584"
"0","1","113","2067.7039002942811"
"0","1","114","2371.2767022889643"
"0","1","115","1361.908900021499"
"0","1","116","2211.3924651645152"
"0","1","117","1218.3298045495046"
"0","1","118","2029.3343693561144"
"0","1","119","2146.3738554199426"
"0","1","120","1787.3083811466479"
"0","1","121","1377.2872325860169"
"0","1","122","2176.4418666347087"
"0","1","123","1961.0163986160132"
"0","1","124","9637.4761967709637"
"0","1","125","11461.840355243068"
"0","1","126","2904.665022738413"
"0","1","127","4140.5005433167198"
"0","1","128","12313.125251517071"
"0","2","1","4236.1976582047846"
"0","2","2","3281.7397824593963"
"0","2","3","2627.7097448898935"
"0","2","4","2648.931898480892"
"0","2","5","3684.4929295770739"
"0","2","6","2832.5867098228509"
"0","2","7","1373.6674883617397"
"0","2","8","3407.9621399758157"
"0","2","9","4467.599574707695"
"0","2","10","4158.8004556888354"
"0","2","11","1495.1740568268146"
"0","2","12","4094.099445434571"
"0","2","13","3858.0820400110415"
"0","2","14","3478.2332770031471"
"0","2","15","2927.0255177332083"
"0","2","16","2728.3362952341604"
"0","2","17","2408.3451997080824"
"0","2","18","1763.4650238782617"
"0","2","19","2654.6627243328494"
"0","2","20","2461.4382235867902"
"0","2","21","2218.6521371294316"
"0","2","22","1486.4127647279711"
"0","2","23","2364.5532397236821"
"0","2","24","1806.3239551195313"
"0","2","25","3849.9338942283744"
"0","2","26","304.13533485473829"
"0","2","27","2949.6387698215231"
"0","2","28","4130.619191048474"
"0","2","29","4283.149208089756"
"0","2","30","3738.361266176858"
"0","2","31","4327.0990367102486"
"0","2","32","3510.3361980301424"
"0","2","33","4213.3559903608821"
"0","2","34","3293.1217491049397"
"0","2","35","227.72615735306266"
"0","2","36","4017.9555734105911"
"0","2","37","4745.5519414271912"
"0","2","38","4271.5990897564761"
"0","2","39","1664.8419213713346"
"0","2","40","1226.6594113095875"
"0","2","41","3280.4662881364857"
"0","2","42","2238.3474119395792"
"0","2","43","3740.9101967250858"
"0","2","44","4798.6867812446517"
"0","2","45","4260.1407706408963"
"0","2","46","2427.7475074508607"
"0","2","47","4554.1140488011233"
"0","2","48","422.20754867614767"
"0","2","49","5244.0441119667003"
"0","2","50","505.04384135272829"
"0","2","51","3067.0065842931185"
"0","2","52","4643.6128003779077"
"0","2","53","2530.4359932027196"
"0","2","54","2601.7597422652398"
"0","2","55","2540.0167526413097"
"0","2","56","3216.2443983804828"
"0","2","57","3658.7104929823795"
"0","2","58","1914.6281811737954"
"0","2","59","1460.7665768090021"
"0","2","60","4069.5544160884369"
"0","2","61","2142.9931384674746"
"0","2","62","3726.8204243656814"
"0","2","63","1909.0562400253859"
"0","2","64","2625.8324342591045"
"0","2","65","3749.6649225474689"
"0","2","66","3565.7736456993525"
"0","2","67","2083.8373902710291"
"0","2","68","1145.4907604917591"
"0","2","69","2530.4359932027196"
"0","2","70","2013.0440950415725"
"0","2","71","2936.578422067912"
"0","2","72","2727.0126481313787"
"0","2","73","4315.4155995646424"
"0","2","74","2635.9688604985158"
"0","2","75","2207.3321286831797"
"0","2","76","255.17076208854957"
"0","2","77","245.80851127789822"
"0","2","78","2456.1893062559107"
"0","2","79","4284.507407351326"
"0","2","80","4579.8152419964608"
"0","2","81","2447.3664171751252"
"0","2","82","4050.7182617598569"
"0","2","83","204.92800623980779"
"0","2","84","3049.4058318488278"
"0","2","85","3296.7943868588159"
"0","2","86","4342.1183767468447"
"0","2","87","4676.2230100934703"
"0","2","88","2182.1338419328963"
"0","2","89","3238.1124659634106"
"0","2","90","2643.0366929445722"
"0","2","91","2859.8621281189503"
"0","2","92","4629.8755336991262"
"0","2","93","256.20705395405804"
"0","2","94","2575.1661208348314"
"0","2","95","1418.9961590669695"
"0","2","96","1652.5621593642929"
"0","2","97","4595.2681283915372"
"0","2","98","3039.1419337778784"
"0","2","99","3939.3042073063616"
"0","2","100","2821.6316627013539"
"0","2","101","2751.1457987441431"
"0","2","102","4545.816517678747"
"0","2","103","2684.2632506680452"
"0","2","104","1257.4304813992544"
"0","2","105","296.61350689973438"
"0","2","106","2117.973598778633"
"0","2","107","239.981234559299"
"0","2","108","4686.840608827195"
"0","2","109","2769.8083850768289"
"0","2","110","200.79491962453173"
"0","2","111","4595.4374593177845"
"0","2","112","3057.927312460788"
"0","2","113","3009.441038170638"
"0","2","114","2164.9384211485517"
"0","2","115","2408.5800393057416"
"0","2","116","4467.029835650058"
"0","2","117","3022.1851725123415"
"0","2","118","3066.9994997868989"
"0","2","119","802.14433578317528"
"0","2","120","481.90058184135745"
"0","2","121","2486.6668688043665"
"0","2","122","3098.5454443027288"
"0","2","123","3382.86686502362"
"0","2","124","7648.736990035326"
"0","2","125","9554.2774866564305"
"0","2","126","1599.5517745657312"
"0","2","127","6297.0175897203035"
"0","2","128","10632.987040608556"
"0","3","1","3188.9423348437635"
"0","3","2","2300.7180684882283"
"0","3","3","1541.0522036027783"
"0","3","4","1525.627560417943"
"0","3","5","2818.260252794596"
"0","3","6","1914.0597906572089"
"0","3","7","1591.1281628316256"
"0","3","8","2503.0199122831191"
"0","3","9","3400.5098596241123"
"0","3","10","3075.3296215878186"
"0","3","11","1432.2194304155144"
"0","3","12","3032.9525652155244"
"0","3","13","2786.043062792648"
"0","3","14","2538.786191105663"
"0","3","15","1772.0268534348838"
"0","3","16","1638.2987938585893"
"0","3","17","1248.6335134533649"
"0","3","18","1919.1416492848459"
"0","3","19","2090.0158345214159"
"0","3","20","1667.1258059088339"
"0","3","21","3024.8941352217289"
"0","3","22","1900.8589084694524"
"0","3","23","1391.3408114096794"
"0","3","24","1325.7624694989945"
"0","3","25","2773.2799522826954"
"0","3","26","1192.819517939779"
"0","3","27","1789.9637186950897"
"0","3","28","2971.0342012646515"
"0","3","29","3246.0842698067067"
"0","3","30","2619.3593303262469"
"0","3","31","3224.6628575073837"
"0","3","32","2368.2645537137296"
"0","3","33","3055.5997288191566"
"0","3","34","2300.3305872217584"
"0","3","35","1366.4216536341178"
